gene	log2FC	pval	FDR
ENSG00000165953	0.27699861216801447	2.2117112899854803e-09	2.5915876480356893e-06
ENSG00000215174	0.2839616614849815	2.4163284500038828e-09	2.6282697212612267e-06
ENSG00000131620	0.8664822230224529	2.424882685975068e-09	2.6282697212612267e-06
ENSG00000196090	0.28204057378610237	2.3230750181652827e-09	2.6282697212612267e-06
ENSG00000254906	0.26891872064695976	2.5649622307548354e-09	2.7122911588872168e-06
ENSG00000249379	0.2800642999718894	2.848169060681682e-09	2.9400564196631984e-06
ENSG00000120658	0.3340729750184488	4.0960145792289725e-09	4.107677632932019e-06
ENSG00000170961	0.6605955643260908	4.1687882792990155e-09	4.107677632932019e-06
ENSG00000235296	0.2720378548791682	4.342713469724474e-09	4.183963166220102e-06
ENSG00000267474	0.25614202606486347	5.020475609300343e-09	4.7317982617655735e-06
ENSG00000171195	0.29465344211564926	5.599522762323575e-09	5.165261901288056e-06
ENSG00000115325	0.8146147883386496	6.362784568117084e-09	5.636745661690845e-06
ENSG00000165383	0.2803795819854812	6.370673219302304e-09	5.636745661690845e-06
ENSG00000185634	0.7110820141377425	6.6392207273928925e-09	5.756868292722377e-06
ENSG00000213402	-0.3233181195489241	7.394216836605258e-09	6.285809234333745e-06
ENSG00000180834	0.2207245379599323	9.347213324907041e-09	7.793239109641246e-06
ENSG00000044459	-0.16191812880364997	1.1714441191428842e-08	9.405177738044398e-06
ENSG00000279675	0.25964046240393024	1.1642663696285935e-08	9.405177738044398e-06
ENSG00000226571	0.25539790310620014	1.3170181553582932e-08	1.0381694931919783e-05
ENSG00000013016	0.6599496294348657	1.8757890814949857e-08	1.4522292076466983e-05
ENSG00000280376	0.25233150848416863	2.1253908244600563e-08	1.616602091130978e-05
ENSG00000270882	-0.5425675036234059	2.3599102031683093e-08	1.7640328768683112e-05
ENSG00000122584	0.28756172690500137	2.5395621263341785e-08	1.8661477285969207e-05
ENSG00000115526	1.0236366768965	2.590005769306322e-08	1.8714950021379267e-05
ENSG00000170382	0.621266275537967	2.8277009892334395e-08	2.0097537112822257e-05
ENSG00000279587	0.23708009689067158	2.9446800170020005e-08	2.0591387441471246e-05
ENSG00000138614	0.10675637712722974	3.13833211723123e-08	2.159720459405714e-05
ENSG00000213190	0.28655654494550187	4.057529268720993e-08	2.748659085084354e-05
ENSG00000144647	0.2067429467256976	4.375853448637398e-08	2.8785043407916435e-05
ENSG00000249955	0.24744681912182295	4.3819925381674195e-08	2.8785043407916435e-05
ENSG00000237471	0.23986052385867743	4.8834297973963466e-08	3.1600164009868446e-05
ENSG00000253164	0.2728688594366542	4.9865579158429896e-08	3.1792973300201885e-05
ENSG00000101096	1.3788050034255286	5.4038883693873916e-08	3.37133298080333e-05
ENSG00000172331	0.3944273094573778	5.4432777916326403e-08	3.37133298080333e-05
ENSG00000125864	0.6645342845826567	5.582077595329195e-08	3.408605269654891e-05
ENSG00000277617	0.22259108124182633	5.7408002899680466e-08	3.456838841271731e-05
ENSG00000113578	2.024872188820332	7.255033514817494e-08	4.3087942196563346e-05
ENSG00000196666	0.6584549088576908	7.818708031722606e-08	4.580811982639643e-05
ENSG00000272366	-0.4831495294984868	8.493396880080533e-08	4.792779667045065e-05
ENSG00000159625	0.27524492711032367	8.62269205465379e-08	4.792779667045065e-05
ENSG00000164500	0.2581684988817383	8.564750283566331e-08	4.792779667045065e-05
ENSG00000135100	0.33398999651622097	8.336007631210966e-08	4.792779667045065e-05
ENSG00000257842	0.20498778842678575	9.494900839518717e-08	5.2008988519475376e-05
ENSG00000196131	-0.3956806467491021	9.596860988485826e-08	5.2008988519475376e-05
ENSG00000225879	0.2386855352314228	1.015633594612964e-07	5.436147468450007e-05
ENSG00000231606	0.2290740684379656	1.0356653088042185e-07	5.4757645686837674e-05
ENSG00000130255	-0.6982032732737924	1.1011391071099229e-07	5.68331976056556e-05
ENSG00000250666	0.21714868057122003	1.0969320074112746e-07	5.68331976056556e-05
ENSG00000115884	1.6687175634082014	1.1364441923882283e-07	5.796533877763723e-05
ENSG00000283703	0.6556973039820662	1.2406806743516866e-07	6.254617515874114e-05
ENSG00000231992	0.2346854755162965	1.2615882138486517e-07	6.286914599012449e-05
ENSG00000254620	0.22653313213831286	1.3097191585883474e-07	6.452599331886115e-05
ENSG00000186513	0.23284950224304482	1.3371884990654793e-07	6.513910941234142e-05
ENSG00000249388	0.2085969373668394	1.4070671686209364e-07	6.778155232840078e-05
ENSG00000233123	0.5789213061541877	1.4568962340602163e-07	6.941069915129746e-05
ENSG00000235908	0.2134886695708272	1.598815415017063e-07	7.53441764326791e-05
ENSG00000149635	0.2611189439477354	1.6438525057723237e-07	7.663357568576247e-05
ENSG00000166426	0.2816333279752051	1.743514530229265e-07	8.041497070009552e-05
ENSG00000252897	0.24351171579553252	1.7659705744254345e-07	8.059332026759445e-05
ENSG00000236366	0.5088466131629956	1.9413863822368197e-07	8.67719655689457e-05
ENSG00000203684	-0.364899472804177	1.9363662142808913e-07	8.67719655689457e-05
ENSG00000202198	0.8729962456352788	2.0111333432833192e-07	8.897212867147787e-05
ENSG00000113070	0.7616430192486665	2.154401781073067e-07	9.434756486709377e-05
ENSG00000180616	0.955645313735173	2.2106873807881825e-07	9.489539741987294e-05
ENSG00000131778	0.31450074190830746	2.20184960664468e-07	9.489539741987294e-05
ENSG00000109758	-0.4343336660756538	2.2906426430200666e-07	9.73635409687598e-05
ENSG00000183196	1.2494943517880537	2.529795066207053e-07	0.00010648472339359883
ENSG00000260173	0.231658787668948	2.644648697000699e-07	0.00010919880405568124
ENSG00000146197	0.35207077915377405	2.625478527027612e-07	0.00010919880405568124
ENSG00000149294	0.6304565492238678	2.68357364189656e-07	0.00010976069362681638
ENSG00000272444	-0.34287168704091453	2.7123846606824807e-07	0.00010990227753634482
ENSG00000072042	0.4523835354198309	2.804465459708612e-07	0.00011258111111635822
ENSG00000251991	0.21643009928677817	2.998615202218017e-07	0.00011927060742400197
ENSG00000065559	0.2642033915269546	3.254861826399896e-07	0.00012828594043960681
ENSG00000114473	0.14189236329838595	3.293079612010384e-07	0.0001286229428637029
ENSG00000256193	-0.26216109426913137	3.5287315633346387e-07	0.00013659656868604756
ENSG00000258676	-0.3583851481198418	3.632995307704004e-07	0.00013938806333230717
ENSG00000156076	1.5078826237759728	3.698901248562568e-07	0.00014058600455844902
ENSG00000255136	0.2149280302436056	3.7290717389509025e-07	0.00014058600455844902
ENSG00000234423	0.21077682193360506	3.867282458527025e-07	0.00014453968188744758
ENSG00000187013	-0.4533119333829868	3.9921529838432615e-07	0.00014793144667908087
ENSG00000250472	0.2556072409171084	4.079299607884176e-07	0.00014987969025408344
ENSG00000250234	0.2104458051695509	4.141573603983875e-07	0.00015088901142917724
ENSG00000254129	0.2014094466439563	4.288425687297155e-07	0.00015493724639397349
ENSG00000279605	-0.2180189931119052	4.4037986725558025e-07	0.00015779065408979903
ENSG00000270006	-0.37882973248963314	4.6909859854253237e-07	0.00016670303065419254
ENSG00000107902	0.43055421419866535	5.004320251165357e-07	0.0001763921174709545
ENSG00000136110	2.2743715093593493	5.286676880243442e-07	0.0001848418355991568
ENSG00000268390	0.18778775424052438	5.637323456409604e-07	0.000194756447868313
ENSG00000205060	0.38610133032287086	5.660088209297067e-07	0.000194756447868313
ENSG00000266573	0.2039335352654645	5.97534940475065e-07	0.00020398525467949956
ENSG00000229228	0.1677020978393309	6.086022862498574e-07	0.00020524996152982761
ENSG00000186297	0.24495660029680513	6.10707993019208e-07	0.00020524996152982761
ENSG00000125965	0.8590508334790399	6.297952193893731e-07	0.0002089630967832718
ENSG00000275465	0.2248718333721805	6.362156331540048e-07	0.0002089630967832718
ENSG00000259426	-0.36846642712176625	6.353676809997276e-07	0.0002089630967832718
ENSG00000278828	-0.31827244665687926	6.415311632609703e-07	0.0002091246885953336
ENSG00000186326	-0.47083292643923114	6.775578145911164e-07	0.00021759643741924335
ENSG00000228877	0.20356319341613813	6.740039176377124e-07	0.00021759643741924335
ENSG00000235718	0.22825267351156267	6.836170851487036e-07	0.00021792807887222092
ENSG00000267026	0.21375837953020257	7.068460583261325e-07	0.0002236884004286823
ENSG00000187634	0.5890624753740474	7.168011815186902e-07	0.00022519503786045517
ENSG00000240801	0.6505201979918502	7.732306400341374e-07	0.00024006767062794042
ENSG00000279811	0.19683833397726294	7.798402364784586e-07	0.00024006767062794042
ENSG00000124701	-0.2729103876302652	7.80752890290384e-07	0.00024006767062794042
ENSG00000120242	0.21062317432767566	7.919249527968246e-07	0.00024178807273596007
ENSG00000266411	0.2236338778039977	8.015525867615458e-07	0.00024301617062270502
ENSG00000103353	0.2655829686919864	8.399765892821593e-07	0.0002528971182522779
ENSG00000273204	-0.3420491088775709	8.643031552188585e-07	0.0002564249603090422
ENSG00000263843	-0.15790973881115278	8.694376465327921e-07	0.0002564249603090422
ENSG00000277925	-0.37444960749445055	8.634379838239035e-07	0.0002564249603090422
ENSG00000170290	1.040149363121339	8.895905120192572e-07	0.0002605959233013169
ENSG00000263847	-0.34303533378819595	9.006496345425414e-07	0.00026206486513820056
ENSG00000091428	0.2636934476704591	9.085588150458142e-07	0.00026260378284207516
ENSG00000187689	1.3087059796873806	9.166043088828693e-07	0.0002631747007391841
ENSG00000223764	0.41489923993630384	9.566830450763722e-07	0.0002693311260992605
ENSG00000168546	0.5966036885583137	9.534128396184581e-07	0.0002693311260992605
ENSG00000275869	0.20817220387773835	9.556532777398895e-07	0.0002693311260992605
ENSG00000270777	0.19220675017788905	1.030186451669771e-06	0.000287110336570809
ENSG00000163377	0.6900017052650762	1.0330806713192528e-06	0.000287110336570809
ENSG00000172059	-0.4401301104020383	1.077404429635378e-06	0.0002975214588970816
ENSG00000173227	0.39214478790887397	1.105276296763343e-06	0.000301508771494169
ENSG00000137818	-0.41432902357098556	1.1057523853666905e-06	0.000301508771494169
ENSG00000067057	1.004322753763061	1.1270449218770854e-06	0.00030162365795050023
ENSG00000211820	0.2086326176896335	1.1233771657417954e-06	0.00030162365795050023
ENSG00000140650	0.20570536946099782	1.119306873591647e-06	0.00030162365795050023
ENSG00000164764	1.1288295113762485	1.1394475389417678e-06	0.0003030720739314131
ENSG00000272463	-0.41033114410407134	1.181099535051077e-06	0.0003073658058659613
ENSG00000124795	-0.4107147440583052	1.183948554483117e-06	0.0003073658058659613
ENSG00000165171	-0.23382269832111735	1.1815129484922684e-06	0.0003073658058659613
ENSG00000165572	0.3446114956639774	1.1814051546553836e-06	0.0003073658058659613
ENSG00000197122	0.27194483376579814	1.2056431870544498e-06	0.0003102951901349855
ENSG00000127080	0.2438460898651409	1.2096156656746948e-06	0.0003102951901349855
ENSG00000272267	-0.31506090424575073	1.2167035479863343e-06	0.0003102951901349855
ENSG00000133195	0.3964344869817893	1.325566674471449e-06	0.00033412757657970746
ENSG00000267069	0.1806320109924974	1.3252381276798159e-06	0.00033412757657970746
ENSG00000201435	0.18453987563531063	1.3477914051428325e-06	0.00033776587497091047
ENSG00000259005	-0.3140278758766717	1.3978273107500428e-06	0.000348291971595219
ENSG00000204381	-0.4314460877414934	1.4094454532997608e-06	0.0003491800435874922
ENSG00000153113	-0.3826719438974182	1.447429801328438e-06	0.000354538525630477
ENSG00000274213	-0.42795775270124825	1.4438462709697665e-06	0.000354538525630477
ENSG00000272735	-0.3487027549661561	1.4582237136181505e-06	0.0003551757814826681
ENSG00000152931	1.3540734093476785	1.4723158295258906e-06	0.0003566047641848882
ENSG00000242908	0.18192705449816307	1.481544650565212e-06	0.0003568464906958599
ENSG00000121335	-0.5170718479672272	1.5200230831357614e-06	0.00035781139326139717
ENSG00000249429	0.18479454235248846	1.5268160016920419e-06	0.00035781139326139717
ENSG00000225721	-0.26959293753341185	1.506960840025361e-06	0.00035781139326139717
ENSG00000121766	0.33653767169474147	1.5168237391615117e-06	0.00035781139326139717
ENSG00000197965	0.4625123390216319	1.5061458226648023e-06	0.00035781139326139717
ENSG00000131459	0.6847423781553572	1.542822323343439e-06	0.00035961861198147746
ENSG00000112280	2.143200645817276	1.6950204416559908e-06	0.0003888233399364841
ENSG00000135636	0.8531754559570701	1.6826526376093469e-06	0.0003888233399364841
ENSG00000197813	-0.42409019379177426	1.6929988502384038e-06	0.0003888233399364841
ENSG00000249690	-0.3681463214006512	1.7140670515533563e-06	0.00039112303694787244
ENSG00000008300	-0.15268810370295438	1.8249606262868697e-06	0.0004142469526317657
ENSG00000137673	-0.3527095179277656	1.8861738638155303e-06	0.000415101867338692
ENSG00000165215	0.18664021607669365	1.8783461736465828e-06	0.000415101867338692
ENSG00000167695	0.3857036059677781	1.8421400551568951e-06	0.000415101867338692
ENSG00000265484	0.2220955945093522	1.8812294469457622e-06	0.000415101867338692
ENSG00000235448	0.1740583535124122	1.883403389493971e-06	0.000415101867338692
ENSG00000198355	-1.1117866184175704	1.8557460650901025e-06	0.000415101867338692
ENSG00000276337	-0.26012383725458166	1.8974351862692798e-06	0.0004154712247510335
ENSG00000270544	0.20442298086121594	1.9658342479440726e-06	0.00042454531211841084
ENSG00000280485	0.1880167216556682	1.968252975107844e-06	0.00042454531211841084
ENSG00000108702	0.22694030447894856	1.953348173864112e-06	0.00042454531211841084
ENSG00000158008	1.3710300992089652	2.009377155669507e-06	0.0004312700325943143
ENSG00000172954	0.2089661369423752	2.023513350852501e-06	0.00043216463707492706
ENSG00000187260	-0.4322985871206029	2.041683740425463e-06	0.0004339078361085586
ENSG00000275441	-0.32328781646747873	2.115516709537227e-06	0.0004437325217196267
ENSG00000254034	0.18926198646321454	2.118616814576467e-06	0.0004437325217196267
ENSG00000248461	0.19572346672301402	2.1089780180085247e-06	0.0004437325217196267
ENSG00000084444	0.32091969432392653	2.139499163124164e-06	0.00044381811587200065
ENSG00000268089	0.206511321530555	2.1351583871689647e-06	0.00044381811587200065
ENSG00000241529	-0.2959775238176743	2.1908665739946727e-06	0.00045016597305942675
ENSG00000261502	0.19127237944707873	2.186113266467257e-06	0.00045016597305942675
ENSG00000212559	0.17233251244050055	2.212584212535722e-06	0.00045248390818153887
ENSG00000155380	0.6786747376150619	2.2696996892506477e-06	0.00046198511749982084
ENSG00000206633	0.18575602360715623	2.291864599116504e-06	0.00046431677427428053
ENSG00000253978	0.6621428655993666	2.303208528647339e-06	0.0004644446779511878
ENSG00000165389	0.2897270333893016	2.314758069744377e-06	0.0004646126671933679
ENSG00000278192	-0.27623255316905626	2.3309711098846216e-06	0.0004656704560499864
ENSG00000250067	0.17002725807331487	2.3415098470510212e-06	0.0004656704560499864
ENSG00000034533	0.18516319565974126	2.415732033427256e-06	0.0004782377274394461
ENSG00000232001	-0.35991524845218514	2.479094907868157e-06	0.0004863400892788414
ENSG00000158163	0.21113300332286378	2.4771224506710588e-06	0.0004863400892788414
ENSG00000231863	-0.5944978832197987	2.5213713556656367e-06	0.0004924056537156923
ENSG00000175356	0.5452223623654342	2.567814891672977e-06	0.0004992269714281701
ENSG00000231297	0.17394830077207116	2.6082802917625247e-06	0.0005048303216489477
ENSG00000259035	0.19146252797963628	2.7469097334528915e-06	0.0005292989844171116
ENSG00000272973	-0.2847366737078241	2.7789906883827963e-06	0.0005331112446674166
ENSG00000156509	-0.332833791606995	2.816261369704349e-06	0.0005378811087380266
ENSG00000119138	-1.2111485811848137	2.8849836360734406e-06	0.000548589761148965
ENSG00000109158	0.7101093450724258	2.9308149467613676e-06	0.0005548711005102144
ENSG00000240877	-0.27876442473162943	2.95629313281433e-06	0.000555186321623356
ENSG00000083454	-0.3116471167766046	2.958091115096188e-06	0.000555186321623356
ENSG00000233927	-0.7391513186421834	2.972018539734195e-06	0.0005553959646128277
ENSG00000115318	1.5143065493607226	3.1141551954409975e-06	0.0005794600793920363
ENSG00000172425	-0.2308389780745399	3.1464119376628516e-06	0.0005829602117836451
ENSG00000104529	-0.5401678502379266	3.218766392038308e-06	0.0005938281571354079
ENSG00000244558	-0.33247458831535925	3.241163896650227e-06	0.0005954265285562314
ENSG00000277587	0.20253287567947045	3.2854286508593474e-06	0.0006010116420169072
ENSG00000273301	0.21787233595560554	3.33137236450428e-06	0.0006068556674919456
ENSG00000125844	0.31339601508899584	3.3457935272154713e-06	0.0006069325454913254
ENSG00000166123	0.4973007871761803	3.4921283409716737e-06	0.0006274243615013486
ENSG00000148175	-0.48063983641760766	3.485256051100867e-06	0.0006274243615013486
ENSG00000152463	-0.2575451464629793	3.516644443428156e-06	0.0006274243615013486
ENSG00000252759	-0.25560424176876284	3.507594108639792e-06	0.0006274243615013486
ENSG00000229951	-0.4669771781914961	3.7042651521704595e-06	0.00065819022816537
ENSG00000137731	0.3052595915862053	3.750652676790411e-06	0.000663712435927544
ENSG00000200800	0.20646257236611634	3.7758441819030332e-06	0.0006654541646601871
ENSG00000165632	-0.16398765839725193	3.8942809475576235e-06	0.0006835487873739302
ENSG00000277051	-0.30647547543363296	4.10006179733056e-06	0.0007115036290144893
ENSG00000257543	-0.40538755883478717	4.102777240309591e-06	0.0007115036290144893
ENSG00000232964	0.20091189982362576	4.079303967554922e-06	0.0007115036290144893
ENSG00000231768	-0.4375012016835609	4.134145876515458e-06	0.0007140872289893533
ENSG00000201699	0.159588057736517	4.18315993547776e-06	0.0007173010024866436
ENSG00000114631	0.32978812142293235	4.185841393821262e-06	0.0007173010024866436
ENSG00000137872	0.3106408040256039	4.2724633409899145e-06	0.0007292623942858966
ENSG00000273080	-0.21451136873967447	4.461028627955403e-06	0.0007584623379019863
ENSG00000244242	1.1000908797359057	4.490486476374854e-06	0.0007604884421219992
ENSG00000101945	-0.10936545347145077	4.6710897557359304e-06	0.0007879964838907831
ENSG00000196968	0.5822046228988031	4.724674618332237e-06	0.0007939467754953261
ENSG00000275371	-0.2530742400362479	4.758752233241235e-06	0.000796585726147389
ENSG00000177453	0.3876260237608089	4.850064907212032e-06	0.0008087483232776064
ENSG00000156103	0.9111888822150431	4.901804151464368e-06	0.0008142441340488033
ENSG00000230565	-0.14120246541782722	5.025451218720492e-06	0.0008315970900291104
ENSG00000212379	0.1651220581217163	5.056725334880524e-06	0.000833590596554164
ENSG00000102144	0.4353749834144409	5.140260618158462e-06	0.0008441515117434096
ENSG00000102359	1.4318066336269895	5.198164911315968e-06	0.0008504393952079388
ENSG00000267108	0.161759661814894	5.3941477878173245e-06	0.0008791852531609779
ENSG00000275337	0.1710345919126844	5.495005176377097e-06	0.0008856354997094017
ENSG00000247228	0.2356374783883258	5.482103055355399e-06	0.0008856354997094017
ENSG00000272070	-0.24088060054269889	5.458322351407069e-06	0.0008856354997094017
ENSG00000273476	-0.35860894425429857	5.615139529601059e-06	0.0009016458307624219
ENSG00000265263	-0.7575024658587035	5.679390447013648e-06	0.0009085976857205783
ENSG00000267057	0.17644140818083623	5.758439827997751e-06	0.0009175051168268628
ENSG00000262089	-0.15615048507242424	5.777393539239616e-06	0.0009175051168268628
ENSG00000175283	0.16578661481272006	5.833531641374873e-06	0.0009230392858095169
ENSG00000169231	1.424959552878427	5.919289531903629e-06	0.0009322654229065152
ENSG00000231140	0.1573829220683133	5.956349259488057e-06	0.0009322654229065152
ENSG00000178386	0.10820285474354874	5.94963218339491e-06	0.0009322654229065152
ENSG00000104998	0.19869453008279248	6.001195553977297e-06	0.0009359058749736896
ENSG00000281358	-0.2118064650109721	6.098311092936731e-06	0.0009429567389514203
ENSG00000149968	-1.3244792028664332	6.155155279050904e-06	0.0009429567389514203
ENSG00000255192	0.17257346883630645	6.075227875753204e-06	0.0009429567389514203
ENSG00000067225	0.5410631693989796	6.153813728521505e-06	0.0009429567389514203
ENSG00000149043	0.3952312440877124	6.127562626822006e-06	0.0009429567389514203
ENSG00000165102	0.37813762172975673	6.188917006296592e-06	0.0009447904817182702
ENSG00000143603	0.34450821387492825	6.218637238346284e-06	0.0009459965525210637
ENSG00000186300	0.09896598661466105	6.251330413918935e-06	0.0009476448604736204
ENSG00000199436	0.16603326771947383	6.362736870506994e-06	0.0009611723241143928
ENSG00000204584	-0.23929896498633252	6.472148040615481e-06	0.0009709341809719176
ENSG00000109332	-0.5357283175734642	6.454024220879372e-06	0.0009709341809719176
ENSG00000163864	-0.23591855551637497	6.542736120932219e-06	0.0009781390500793667
ENSG00000215162	-0.2856564062524163	6.602556137385789e-06	0.000983690107685089
ENSG00000164929	0.7500461614605227	6.707241612936786e-06	0.0009958645894824465
ENSG00000116194	0.7238879030875771	6.92616304484579e-06	0.00102485938160167
ENSG00000146433	0.5248765276646825	7.066020518043987e-06	0.0010419976855775412
ENSG00000271746	-0.37585301295610174	7.173152315285132e-06	0.001050648711585091
ENSG00000169894	0.5172658038440697	7.167872886120527e-06	0.001050648711585091
ENSG00000211695	0.16295721977020308	7.250973441978045e-06	0.0010584712241648421
ENSG00000274929	-0.25496851142289256	7.316251410500368e-06	0.001064416375510884
ENSG00000214338	-0.20170279264217705	7.72865842122594e-06	0.0011206554710777613
ENSG00000246250	-0.3240074312424873	7.813926143591718e-06	0.0011292425598513965
ENSG00000134198	1.7075755567455766	7.872260068601327e-06	0.001133893140445882
ENSG00000249881	0.15933403303869362	7.93733174237334e-06	0.001139480191028464
ENSG00000248505	0.1658042855451888	7.991542851224479e-06	0.0011434763706760307
ENSG00000249853	0.16071477250489105	8.097127036198571e-06	0.0011547728376789114
ENSG00000168675	0.7815836334103925	8.206225013702228e-06	0.0011664947064559347
ENSG00000214456	-0.4653643188073884	8.241925942016362e-06	0.0011677408471115012
ENSG00000171492	0.37683672054177864	8.308598804528014e-06	0.001173352772541733
ENSG00000116711	0.500118129490946	8.460243536430473e-06	0.0011908891510452701
ENSG00000260608	-0.3918894549619044	8.514851611110671e-06	0.0011946970601932141
ENSG00000275294	-0.30064520509701276	8.823437679894953e-06	0.001234000453586599
ENSG00000226124	-0.27545151824551517	8.90952912773876e-06	0.0012380533183753652
ENSG00000257253	0.1464220625556227	8.899997767865387e-06	0.0012380533183753652
ENSG00000259804	-0.29889680109997363	9.087581312265239e-06	0.0012587606638762283
ENSG00000196562	0.78939063466634	9.15637272972841e-06	0.0012601083080563133
ENSG00000204677	-0.3293516507783638	9.184505255352209e-06	0.0012601083080563133
ENSG00000180347	1.0184604914748072	9.135017168903352e-06	0.0012601083080563133
ENSG00000137269	0.21077526807230718	9.333485217214786e-06	0.001276508680102041
ENSG00000089597	0.18422137424060558	9.749243213708e-06	0.0013250107822266783
ENSG00000272906	-0.37869464374667383	9.745003891301014e-06	0.0013250107822266783
ENSG00000149575	0.5018861970892987	9.855978265446128e-06	0.0013353310553075527
ENSG00000253809	0.18035829187620947	9.929001636000108e-06	0.0013410338502454352
ENSG00000149806	-0.630195082116825	9.993064070209276e-06	0.001345494698024606
ENSG00000185942	0.15054444397845476	1.0078384930651868e-05	0.0013527813581065379
ENSG00000228436	-0.25440762875075973	1.0120633206275357e-05	0.0013542594217841608
ENSG00000136942	-0.610289353854796	1.0327179671653077e-05	0.0013776457681985205
ENSG00000284600	0.1866429036060153	1.0364635648492324e-05	0.0013784011611668243
ENSG00000257613	-0.27840486961587296	1.0440516685962663e-05	0.0013802984384685163
ENSG00000234936	-0.2709191622218513	1.044257612311552e-05	0.0013802984384685163
ENSG00000146006	0.5314208406697138	1.0562620468674542e-05	0.0013837227938405649
ENSG00000144191	0.17013099642194143	1.0596147331451218e-05	0.0013837227938405649
ENSG00000232814	0.16185920454609828	1.0587194692887421e-05	0.0013837227938405649
ENSG00000270299	0.294667313107128	1.0585536913516837e-05	0.0013837227938405649
ENSG00000188488	1.8936174427587025	1.0939816420365633e-05	0.0014243115342491052
ENSG00000207581	0.1650400894899369	1.1063667722925072e-05	0.001431836758589303
ENSG00000115268	-0.5816754652089742	1.10468571862596e-05	0.001431836758589303
ENSG00000275097	0.18793131303280328	1.1149918684278357e-05	0.0014360008088385103
ENSG00000254772	-0.3193703065275866	1.1162086785343742e-05	0.0014360008088385103
ENSG00000277249	0.1600226805574648	1.1216718449046982e-05	0.0014387598472142954
ENSG00000215853	0.5130378492492116	1.1258289102061861e-05	0.001439168329646176
ENSG00000183542	0.17677303314000717	1.1286292978426936e-05	0.001439168329646176
ENSG00000130598	0.4018536806690338	1.186567526300473e-05	0.0015086110000808507
ENSG00000115275	0.31454453995397236	1.1919907567096415e-05	0.0015110748320803075
ENSG00000143995	0.12423967162372374	1.1993931102376095e-05	0.0015160258977945061
ENSG00000212237	-0.4503195339097049	1.2187491260279908e-05	0.0015360136150855681
ENSG00000185624	0.3748084349083296	1.2356425737400188e-05	0.0015527908343332902
ENSG00000138028	0.6142353630565185	1.2747339004883158e-05	0.0015930243535565614
ENSG00000251877	0.14905837982487993	1.2750073825028874e-05	0.0015930243535565614
ENSG00000121578	0.4148889706750549	1.2886839610917458e-05	0.0016054854348601334
ENSG00000267457	0.15602934862619436	1.3140034314399053e-05	0.00163233864670708
